ConditionTypeText	BodyColorText	ID	MakeText	ModelText	ModelTypeText	TypeName	TypeNameFull	BodyTypeText	Ccm	City	Co2EmissionText	ConsumptionRatingText	ConsumptionTotalText	Doors	DriveTypeText	FirstRegMonth	FirstRegYear	FuelTypeText	Hp	InteriorColorText	Km	Properties	Seats	TransmissionTypeText	BodyColorTextShort	BodyColorTextEng	ConditionTypeTextEng	MakeTextNorm	extracted-value-ConsumptionTotalText	extracted-unit-ConsumptionTotalText
Occasion	silber mét.	1059.0	MERCEDES-BENZ	ML 350	ML 350 Inspiration	ML 350 Inspiration	MERCEDES-BENZ ML 350 Inspiration	SUV / Geländewagen	3724	Zuzwil	305 g/km	G	12.7 l/100km	5	Allrad	10	2003	Benzin	235	schwarz	126300	"\"Ab MFK\""	5	Automat	silber	Silver	Occasion	Mercedes-benz	12.7	l/100km
Occasion	blau mét.	106.0	AUDI	A8	A8 4.2 quattro	A8 4.2 quattro	AUDI A8 4.2 quattro	Limousine	4172	Zuzwil	288 g/km	G	12.0 l/100km	4	Allrad	11	2003	Benzin	335	schwarz	26300	"\"Ab MFK\""	5	Automat sequentiell	blau	Blue	Occasion	Audi	12.0	l/100km
Occasion	silber mét.	1060.0	PORSCHE	911	911 Turbo	911 Turbo	PORSCHE 911 Turbo	Coupé	3600	Zuzwil	309 g/km	null	12.9 l/100km	2	Allrad	3	2003	Benzin	420	schwarz	94500	"\"Ab MFK\""	4	Automatik-Getriebe	silber	Silver	Occasion	Porsche	12.9	l/100km
Occasion	silber mét.	1061.0	BMW	M3	M3 CSL	M3 CSL	BMW M3 CSL	Coupé	3246	Zuzwil	287 g/km	G	11.9 l/100km	2	Hinterradantrieb	11	2003	Benzin	360	null	35000	"\"Ab MFK\""	5	Automatisiertes Schaltgetriebe	silber	Silver	Occasion	Bmw	11.9	l/100km
Occasion	silber mét.	1062.0	MITSUBISHI	LANCER	LANCER EVO V	EVO V	MITSUBISHI LANCER EVO V	Limousine	1997	Zuzwil	null	null	null	4	Allrad	1	1999	Benzin	280	schwarz	120800	"\"Ab MFK\""	5	Schaltgetriebe manuell	silber	Silver	Occasion	Mitsubishi	null	""
Occasion	silber mét.	1063.0	MERCEDES-BENZ	""	6.7 BRABUS	6.7 BRABUS	MERCEDES-BENZ 6.7 BRABUS	Coupé	6700	Zuzwil	null	null	null	2	Hinterradantrieb	2	2000	Benzin	450	schwarz	75300	"\"Ab MFK\""	4	Automatik-Getriebe	silber	Silver	Occasion	Mercedes-benz	null	""
Occasion	silber mét.	1064.0	PORSCHE	911	911 Carrera 4	911 Carrera 4	PORSCHE 911 Carrera 4	Coupé	3387	Zuzwil	295 g/km	G	12.0 l/100km	2	Allrad	11	2000	Benzin	300	schwarz	38200	"\"Ab MFK\""	4	Schaltgetriebe manuell	silber	Silver	Occasion	Porsche	12.0	l/100km
Occasion	silber mét.	1065.0	AUDI	TT	TT Roadster 1.8 T	TT Roadster 1.8 T	AUDI TT Roadster 1.8 T	Cabriolet	1781	Zuzwil	199 g/km	G	8.3 l/100km	2	Vorderradantrieb	3	2005	Benzin	180	schwarz	49900	"\"Ab MFK\""	2	Schaltgetriebe manuell	silber	Silver	Occasion	Audi	8.3	l/100km
Occasion	silber mét.	1066.0	AUDI	A8	A8 4.2 quattro	A8 4.2 quattro	AUDI A8 4.2 quattro	Limousine	4172	Zuzwil	314 g/km	G	13.1 l/100km	4	Allrad	10	1999	Benzin	310	beige	101800	"\"Ab MFK\""	5	Automat sequentiell	silber	Silver	Occasion	Audi	13.1	l/100km
Occasion	silber mét.	1067.0	RENAULT	Alpine A110	Alpine A110 1300	1300	RENAULT Alpine A110 1300	Coupé	1288	Zuzwil	null	null	null	2	null	0	1973	Benzin	0	schwarz	75700	"\"Ab MFK\""	2	Schaltgetriebe	silber	Silver	Occasion	Renault	null	""
Occasion	silber mét.	1068.0	MASERATI	QUATTROPORTE	Quattroporte 4.2	Quattroporte 4.2	MASERATI Quattroporte 4.2	Limousine	4244	Zuzwil	370 g/km	G	15.8 l/100km	4	Hinterradantrieb	10	2005	Benzin	400	braun	33500	"\"Ab MFK\""	5	Automatisiertes Schaltgetriebe	silber	Silver	Occasion	Maserati	15.8	l/100km
Occasion	silber mét.	1069.0	MERCEDES-BENZ	SL 500	SL 500	SL 500	MERCEDES-BENZ SL 500	Cabriolet	4971	Zuzwil	null	null	null	2	Hinterradantrieb	1	1995	Benzin	320	null	96600	"\"Ab MFK\""	0	Automat	silber	Silver	Occasion	Mercedes-benz	null	""
Occasion	blau mét.	107.0	BENTLEY	ARNAGE	Arnage Red Label	Arnage Red Label	BENTLEY Arnage Red Label	Limousine	6761	Zuzwil	456 g/km	G	19.2 l/100km	4	Hinterradantrieb	5	2000	Benzin	405	grau	19300	"\"Ab MFK\""	5	Automat	blau	Blue	Occasion	Bentley	19.2	l/100km
Occasion	silber mét.	1070.0	BENTLEY	CONTINENTAL	Continental GT Speed 6.0	Continental GT Speed 6.0	BENTLEY Continental GT Speed 6.0	Coupé	5998	St. Gallen	338 g/km	G	14.5 l/100km	2	Allrad	9	2015	Benzin	635	schwarz	5000	"\"Ab MFK\""	4	Automat	silber	Silver	Occasion	Bentley	14.5	l/100km
Occasion	violett mét.	1071.0	JAGUAR	""	D-Type XKD525	D-Type XKD525	JAGUAR D-Type XKD525	Coupé	3442	Zuzwil	null	null	null	2	Hinterradantrieb	7	1956	Benzin	256	beige	5300	null	2	Schaltgetriebe	violett	Violet	Occasion	Jaguar	null	""
Occasion	violett mét.	1072.0	CHEVROLET	CORVETTE	CORVETTE C2	C2	CHEVROLET CORVETTE C2	Coupé	5351	Zuzwil	null	null	null	2	Hinterradantrieb	6	1967	Benzin	0	schwarz	21300	"\"Ab MFK\""	2	Schaltgetriebe	violett	Violet	Occasion	Chevrolet	null	""
Occasion	violett mét.	1073.0	RENAULT	R5	R5 1400 Alpine Turbo	R5 1400 Alpine Turbo	RENAULT R5 1400 Alpine Turbo	Kleinwagen	1397	Zuzwil	null	null	null	3	Vorderradantrieb	3	1982	Benzin	108	beige	77900	"\"Ab MFK\""	4	Schaltgetriebe manuell	violett	Violet	Occasion	Renault	null	""
Occasion	violett mét.	1074.0	MERCEDES-BENZ	E 50 AMG	E 50 AMG Avantgarde	E 50 AMG Avantgarde	MERCEDES-BENZ E 50 AMG Avantgarde	Limousine	4973	Zuzwil	315 g/km	null	13.5 l/100km	4	Hinterradantrieb	3	1997	Benzin	347	schwarz	67400	"\"Ab MFK\""	5	Automat	violett	Violet	Occasion	Mercedes-benz	13.5	l/100km
Occasion	violett mét.	1075.0	LAMBORGHINI	DIABLO	Diablo 5.7 SV	Diablo 5.7 SV	LAMBORGHINI Diablo 5.7 SV	Coupé	5707	Porrentruy	575 g/km	null	24.9 l/100km	2	Hinterradantrieb	1	1999	Benzin	530	bordeaux	44500	null	2	Schaltgetriebe manuell	violett	Violet	Occasion	Lamborghini	24.9	l/100km
Occasion	violett mét.	1076.0	MERCEDES-BENZ	S 500	S 500	S 500	MERCEDES-BENZ S 500	Limousine	4966	Zuzwil	320 g/km	G	13.4 l/100km	4	Hinterradantrieb	10	1999	Benzin	306	schwarz	32000	"\"Ab MFK\""	5	Automat	violett	Violet	Occasion	Mercedes-benz	13.4	l/100km
Occasion	weiss	1077.0	MASERATI	COUPÉ GT	Coupé GT	Coupé GT	MASERATI Coupé GT	Coupé	4244	Zuzwil	400 g/km	null	17.5 l/100km	2	Hinterradantrieb	7	2002	Benzin	390	beige	95300	"\"Ab MFK\""	4	Automatik-Getriebe	weiss	White	Occasion	Maserati	17.5	l/100km
Vorführmodell	weiss	1078.0	ASTON MARTIN	V8 Vantage	V8 Vantage 4.7	V8 Vantage 4.7	ASTON MARTIN V8 Vantage 4.7	Cabriolet	4735	Zuzwil	312 g/km	G	13.2 l/100km	2	Hinterradantrieb	7	2010	Benzin	426	schwarz	9000	"\"Ab MFK\""	2	Automatisiertes Schaltgetriebe	weiss	White	Demonstration Model	Aston Martin	13.2	l/100km
Occasion	weiss	1079.0	MERCEDES-BENZ	ML 400	ML 400 CDI	ML 400 CDI	MERCEDES-BENZ ML 400 CDI	SUV / Geländewagen	3996	Zuzwil	288 g/km	G	10.9 l/100km	5	Allrad	2	2002	Diesel	250	schwarz	148300	"\"Ab MFK\""	5	Automat	weiss	White	Occasion	Mercedes-benz	10.9	l/100km
Neu	blau mét.	108.0	AUDI	RS6	RS6 Avant 4.0 TFSI V8 qu	RS6 Avant 4.0 TFSI V8 qu	AUDI RS6 Avant 4.0 TFSI V8 qu	Kombi	3993	Zuzwil	229 g/km	G	9.8 l/100km	5	Allrad	4	2014	Benzin	560	schwarz	100	"\"Ab MFK\", \"Tuning\""	5	Automat sequentiell	blau	Blue	New	Audi	9.8	l/100km
Occasion	weiss	1080.0	TRIUMPH	Dolomite	Dolomite Sprint	Sprint	TRIUMPH Dolomite Sprint	Limousine	1997	Zuzwil	null	null	null	4	Hinterradantrieb	6	1977	Benzin	128	mehrfarbig	10800	"\"Ab MFK\""	5	Schaltgetriebe manuell	weiss	White	Occasion	Triumph	null	""
Occasion	weiss	1081.0	PORSCHE	CAYENNE	Cayenne S	Cayenne S	PORSCHE Cayenne S	SUV / Geländewagen	4511	Zuzwil	380 g/km	null	15.8 l/100km	5	Allrad	3	2003	Benzin	340	schwarz	115000	"\"Ab MFK\""	5	Automatik-Getriebe	weiss	White	Occasion	Porsche	15.8	l/100km
Occasion	weiss	1082.0	MASERATI	SPYDER GT	Spyder GT	Spyder GT	MASERATI Spyder GT	Cabriolet	4244	Zuzwil	430 g/km	G	18.6 l/100km	2	Hinterradantrieb	5	2003	Benzin	390	braun	78300	"\"Ab MFK\""	2	Automatisiertes Schaltgetriebe	weiss	White	Occasion	Maserati	18.6	l/100km
Occasion	weiss	1083.0	AUDI	A4	A4 3.0 V6	A4 3.0 V6	AUDI A4 3.0 V6	Limousine	2976	Zuzwil	233 g/km	null	9.7 l/100km	4	Vorderradantrieb	2	2004	Benzin	220	schwarz	95300	"\"Ab MFK\""	5	Automatik-Getriebe	weiss	White	Occasion	Audi	9.7	l/100km
Occasion	weiss	1084.0	AUDI	A8	A8 4.2 quattro	A8 4.2 quattro	AUDI A8 4.2 quattro	Limousine	4172	Zuzwil	288 g/km	G	12.0 l/100km	4	Allrad	9	2003	Benzin	335	beige	101300	"\"Ab MFK\""	5	Automat sequentiell	weiss	White	Occasion	Audi	12.0	l/100km
Oldtimer	weiss	1085.0	RENAULT	ALPINE	ALPINE A310 2700 VA	A310 2700 VA	RENAULT ALPINE A310 2700 VA	Coupé	2663	Zuzwil	null	null	null	2	Hinterradantrieb	11	1979	Benzin	150	blau	11200	"\"Ab MFK\""	0	Schaltgetriebe	weiss	White	Antique Car	Renault	null	""
Occasion	weiss	1086.0	FERRARI	575M	575M	575M	FERRARI 575M	Coupé	5748	Zuzwil	499 g/km	G	21.8 l/100km	2	Hinterradantrieb	5	2007	Benzin	517	schwarz	26000	"\"Ab MFK\""	2	Schaltgetriebe manuell	weiss	White	Occasion	Ferrari	21.8	l/100km
Occasion	weiss	1087.0	MERCEDES-BENZ	SL 600	SL 600	SL 600	MERCEDES-BENZ SL 600	Cabriolet	5513	Zuzwil	346 g/km	G	14.4 l/100km	2	Hinterradantrieb	1	2003	Benzin	500	anthrazit	43000	"\"Ab MFK\""	2	Automat	weiss	White	Occasion	Mercedes-benz	14.4	l/100km
Occasion	weiss	1088.0	MERCEDES-BENZ	CLK 55 AMG	CLK 55 AMG Avantgarde	CLK 55 AMG Avantgarde	MERCEDES-BENZ CLK 55 AMG Avantgarde	Coupé	5439	Zuzwil	304 g/km	G	12.7 l/100km	2	Hinterradantrieb	11	2001	Benzin	347	null	47500	"\"Ab MFK\""	4	Automat	weiss	White	Occasion	Mercedes-benz	12.7	l/100km
Neu	weiss	1089.0	PORSCHE	CAYENNE	Cayenne Turbo	Cayenne Turbo	PORSCHE Cayenne Turbo	SUV / Geländewagen	4511	Zuzwil	378 g/km	G	15.7 l/100km	5	Allrad	1	2007	Benzin	450	schwarz	10	"\"Ab MFK\""	5	Automat sequentiell	weiss	White	New	Porsche	15.7	l/100km
Occasion	blau mét.	109.0	MASERATI	COUPÉ GT	Coupé GT	Coupé GT	MASERATI Coupé GT	Coupé	4244	Zuzwil	400 g/km	null	17.5 l/100km	2	Hinterradantrieb	8	2003	Benzin	390	blau	61400	"\"Ab MFK\""	4	Automatik-Getriebe	blau	Blue	Occasion	Maserati	17.5	l/100km
Occasion	weiss	1090.0	BMW	330	330i	330i	BMW 330i	Limousine	2979	Zuzwil	238 g/km	G	9.9 l/100km	4	Hinterradantrieb	9	2000	Benzin	231	schwarz	49700	"\"Ab MFK\""	5	Automat	weiss	White	Occasion	Bmw	9.9	l/100km
Occasion	weiss	1091.0	MERCEDES-BENZ	CL 600	CL 600	CL 600	MERCEDES-BENZ CL 600	Coupé	5786	Zuzwil	333 g/km	G	13.9 l/100km	2	Hinterradantrieb	11	2000	Benzin	367	grau	94000	"\"Ab MFK\""	4	Automat	weiss	White	Occasion	Mercedes-benz	13.9	l/100km
Occasion	weiss	1092.0	AUDI	A8	A8 4.2 quattro	A8 4.2 quattro	AUDI A8 4.2 quattro	Limousine	4172	Zuzwil	322 g/km	null	13.5 l/100km	4	Allrad	3	1997	Benzin	300	schwarz	94700	null	5	Automat	weiss	White	Occasion	Audi	13.5	l/100km
Occasion	weiss	1093.0	PORSCHE	911	911 Turbo S Cabrio	911 Turbo S Cabrio	PORSCHE 911 Turbo S Cabrio	Cabriolet	3800	Zuzwil	270 g/km	G	11.5 l/100km	2	Allrad	7	2011	Benzin	530	mehrfarbig	14000	"\"Ab MFK\""	2	Automatisiertes Schaltgetriebe	weiss	White	Occasion	Porsche	11.5	l/100km
Occasion	weiss	1094.0	McLAREN	12C	MP4-12C Coupé 3.8 V8	MP4-12C Coupé 3.8 V8	McLAREN MP4-12C Coupé 3.8 V8	Coupé	3798	Zuzwil	279 g/km	G	12.3 l/100km	2	Hinterradantrieb	3	2012	Benzin	626	schwarz	23000	"\"Ab MFK\""	2	Automatisiertes Schaltgetriebe	weiss	White	Occasion	Mclaren	12.3	l/100km
Occasion	weiss	1095.0	FERRARI	458	458 Spider Italia 4.5 V8	458 Spider Italia 4.5 V8	FERRARI 458 Spider Italia 4.5 V8	Cabriolet	4497	Zuzwil	275 g/km	G	11.8 l/100km	2	Hinterradantrieb	1	2012	Benzin	566	schwarz	11700	null	2	Automatisiertes Schaltgetriebe	weiss	White	Occasion	Ferrari	11.8	l/100km
Occasion	weiss	1096.0	AUDI	RS6	RS6 Avant 5.0 V10 quattro	RS6 Avant 5.0 V10 quattro	AUDI RS6 Avant 5.0 V10 quattro	Kombi	4991	Zuzwil	333 g/km	G	14.0 l/100km	5	Allrad	7	2008	Benzin	580	schwarz	120000	"\"Ab MFK\""	5	Automat sequentiell	weiss	White	Occasion	Audi	14.0	l/100km
Occasion	weiss	1097.0	FERRARI	599	599 GTB	599 GTB	FERRARI 599 GTB	Coupé	5999	Zuzwil	490 g/km	G	21.3 l/100km	2	Hinterradantrieb	4	2007	Benzin	620	beige	22000	"\"Ab MFK\""	2	Automatisiertes Schaltgetriebe	weiss	White	Occasion	Ferrari	21.3	l/100km
Occasion	weiss	1098.0	MERCEDES-BENZ	S 63 AMG	S 63 AMG L	S 63 AMG L	MERCEDES-BENZ S 63 AMG L	Limousine	6209	Zuzwil	355 g/km	G	14.9 l/100km	4	Hinterradantrieb	4	2008	Benzin	525	schwarz	46000	"\"Ab MFK\""	5	Automat sequentiell	weiss	White	Occasion	Mercedes-benz	14.9	l/100km
Occasion	weiss	1099.0	CHEVROLET	CORVETTE	CORVETTE C1	C1	CHEVROLET CORVETTE C1	Cabriolet	5351	Zuzwil	null	null	null	2	Hinterradantrieb	1	1961	Benzin	327	schwarz	67000	"\"Ab MFK\""	2	Schaltgetriebe manuell	weiss	White	Occasion	Chevrolet	null	""
Occasion	anthrazit mét.	11.0	RUF	""	RT 12	RT 12	RUF RT 12	Coupé	3800	Zuzwil	null	null	null	2	null	6	2007	Benzin	650	schwarz	36000	"\"Ab MFK\""	0	null	anthrazit	Anthracite	Occasion	Ruf	null	""
Occasion	blau mét.	110.0	AUDI	RS6	RS6 Avant quattro	RS6 Avant quattro	AUDI RS6 Avant quattro	Kombi	4172	Zuzwil	350 g/km	G	14.6 l/100km	5	Allrad	10	2002	Benzin	450	schwarz	81000	"\"Ab MFK\", \"Tuning\""	5	Automat	blau	Blue	Occasion	Audi	14.6	l/100km
Occasion	weiss	1100.0	MERCEDES-BENZ	S 500	S 500 4Matic	S 500 4Matic	MERCEDES-BENZ S 500 4Matic	Limousine	5461	Zuzwil	296 g/km	G	12.6 l/100km	4	Allrad	11	2006	Benzin	388	schwarz	62300	"\"Ab MFK\""	5	Automat sequentiell	weiss	White	Occasion	Mercedes-benz	12.6	l/100km
Occasion	weiss	1101.0	BENTLEY	ARNAGE	Arnage Green Label	Arnage Green Label	BENTLEY Arnage Green Label	Limousine	4398	Zuzwil	390 g/km	G	19.9 l/100km	4	Hinterradantrieb	7	2000	Benzin	354	grau	34900	"\"Ab MFK\""	4	Automat	weiss	White	Occasion	Bentley	19.9	l/100km
Occasion	weiss	1102.0	BMW	740	740i	740i	BMW 740i	Limousine	4398	Zuzwil	329 g/km	null	13.8 l/100km	4	Hinterradantrieb	4	1998	Benzin	286	grau	85400	"\"Ab MFK\""	5	Automat	weiss	White	Occasion	Bmw	13.8	l/100km
Occasion	weiss	1103.0	DE TOMASO	PANTERA	PANTERA	null	DE TOMASO PANTERA	Limousine	5752	Zuzwil	null	null	null	0	Hinterradantrieb	9	1974	Benzin	0	schwarz	68100	null	2	Schaltgetriebe	weiss	White	Occasion	De Tomaso	null	""
Occasion	weiss	1104.0	JAGUAR	XJ	XJR 4.0 Supercharged	XJR 4.0 Supercharged	JAGUAR XJR 4.0 Supercharged	Limousine	3980	Zuzwil	null	null	13.3 l/100km	4	Hinterradantrieb	1	1996	Benzin	320	beige	99900	"\"Ab MFK\""	5	Automat	weiss	White	Occasion	Jaguar	13.3	l/100km
Occasion	weiss	1105.0	MERCEDES-BENZ	ML 500	ML 500 4Matic	ML 500 4Matic	MERCEDES-BENZ ML 500 4Matic	SUV / Geländewagen	4966	Zuzwil	319 g/km	G	13.4 l/100km	5	Allrad	12	2005	Benzin	306	schwarz	37500	"\"Ab MFK\""	5	Automat sequentiell	weiss	White	Occasion	Mercedes-benz	13.4	l/100km
Occasion	weiss	1106.0	DeLorean	""	De Lorean DMC-12	De Lorean DMC-12	DeLorean De Lorean DMC-12	Coupé	2849	Zuzwil	null	null	null	2	Hinterradantrieb	4	1981	Benzin	132	grau	15000	null	0	Schaltgetriebe	weiss	White	Occasion	Delorean	null	""
Occasion	weiss	1107.0	PORSCHE	PANAMERA	Panamera Turbo 4.8	Panamera Turbo 4.8	PORSCHE Panamera Turbo 4.8	Limousine	4806	Zuzwil	286 g/km	G	12.2 l/100km	5	Allrad	9	2009	Benzin	500	mehrfarbig	30300	"\"Ab MFK\""	4	Automatisiertes Schaltgetriebe	weiss	White	Occasion	Porsche	12.2	l/100km
Occasion	weiss	1108.0	AUTOBIANCHI	A112	A112 Abarth Serie II	Abarth Serie II	AUTOBIANCHI A112 Abarth Serie II	Kleinwagen	981	Zuzwil	null	null	null	3	Vorderradantrieb	6	1974	Benzin	57	mehrfarbig	9999	null	2	Schaltgetriebe	weiss	White	Occasion	Autobianchi	null	""
Oldtimer	weiss	1109.0	ALFA ROMEO	SPIDER	SPIDER 1300 Junior	1300 Junior	ALFA ROMEO SPIDER 1300 Junior	Cabriolet	1290	Zuzwil	null	null	null	2	Hinterradantrieb	3	1970	Benzin	88	schwarz	106000	"\"Ab MFK\""	3	Schaltgetriebe	weiss	White	Antique Car	Alfa Romeo	null	""
Occasion	blau mét.	111.0	VW	PHAETON	Phaeton 6.0 W12 4Motion	Phaeton 6.0 W12 4Motion	VW Phaeton 6.0 W12 4Motion	Limousine	5998	Zuzwil	374 g/km	G	15.6 l/100km	4	Allrad	1	2003	Benzin	420	anthrazit	37800	"\"Ab MFK\""	5	Automat sequentiell	blau	Blue	Occasion	Vw	15.6	l/100km
Occasion	weiss	1110.0	CHEVROLET	Silverado	Silverado 2500HD 6.6l V8	2500HD 6.6l V8	CHEVROLET Silverado 2500HD 6.6l V8	Pick-up	0	Zuzwil	null	null	null	0	Hinterradantrieb	2	2007	null	0	mehrfarbig	34500	"\"Ab MFK\""	5	Automatik-Getriebe	weiss	White	Occasion	Chevrolet	null	""
Occasion	weiss	1111.0	MERCEDES-BENZ	CL 600	CL 600	CL 600	MERCEDES-BENZ CL 600	Coupé	5786	Zuzwil	333 g/km	G	13.9 l/100km	2	Hinterradantrieb	1	2001	Benzin	367	grau	73400	"\"Ab MFK\""	4	Automat	weiss	White	Occasion	Mercedes-benz	13.9	l/100km
Occasion	weiss	1112.0	BENTLEY	ARNAGE	ARNAGE Red Label	Red Label	BENTLEY ARNAGE Red Label	Limousine	6750	Zuzwil	null	null	null	4	Hinterradantrieb	10	2000	Benzin	405	beige	85700	"\"Ab MFK\""	5	Automatik-Getriebe	weiss	White	Occasion	Bentley	null	""
Occasion	weiss	1113.0	MERCEDES-BENZ	CL 600	CL 600	CL 600	MERCEDES-BENZ CL 600	Coupé	5513	Zuzwil	353 g/km	G	14.7 l/100km	2	Hinterradantrieb	9	2003	Benzin	500	beige	12200	"\"Ab MFK\", \"Tuning\""	4	Automat	weiss	White	Occasion	Mercedes-benz	14.7	l/100km
Occasion	weiss	1114.0	RENAULT	ALPINE	Alpine V6 Turbo	Alpine V6 Turbo	RENAULT Alpine V6 Turbo	Coupé	2457	Zuzwil	null	null	null	2	Hinterradantrieb	4	1988	Benzin	185	grau	98600	"\"Ab MFK\""	4	Schaltgetriebe manuell	weiss	White	Occasion	Renault	null	""
Occasion	weiss	1115.0	MERCEDES-BENZ	CLS 500	CLS 500	CLS 500	MERCEDES-BENZ CLS 500	Kombi	4663	Zuzwil	214 g/km	G	9.2 l/100km	5	Hinterradantrieb	5	2013	Benzin	408	schwarz	10400	"\"Ab MFK\""	5	Automat sequentiell	weiss	White	Occasion	Mercedes-benz	9.2	l/100km
Occasion	weiss	1116.0	MERCEDES-BENZ	CLS 63 AMG	CLS 63 AMG	CLS 63 AMG	MERCEDES-BENZ CLS 63 AMG	Limousine	6209	Zuzwil	345 g/km	G	14.5 l/100km	4	Hinterradantrieb	9	2007	Benzin	515	grau	15800	"\"Ab MFK\""	4	Automat sequentiell	weiss	White	Occasion	Mercedes-benz	14.5	l/100km
Vorführmodell	weiss	1117.0	HUMMER	H3	H3 3.7 Adventure	H3 3.7 Adventure	HUMMER H3 3.7 Adventure	SUV / Geländewagen	3653	Zuzwil	327 g/km	G	13.8 l/100km	5	Allrad	11	2008	Benzin	245	schwarz	150	"\"Ab MFK\""	5	Schaltgetriebe manuell	weiss	White	Demonstration Model	Hummer	13.8	l/100km
Occasion	weiss	1118.0	ROLLS-ROYCE	PHANTOM	Phantom 6.7 V12	Phantom 6.7 V12	ROLLS-ROYCE Phantom 6.7 V12	Limousine	6749	Zuzwil	385 g/km	G	15.9 l/100km	4	Hinterradantrieb	11	2004	Benzin	460	beige	54000	"\"Ab MFK\""	5	Automat	weiss	White	Occasion	Rolls-royce	15.9	l/100km
Occasion	weiss	1119.0	PORSCHE	911	911 Turbo	911 Turbo	PORSCHE 911 Turbo	Coupé	3600	Zuzwil	326 g/km	G	13.6 l/100km	2	Allrad	2	2008	Benzin	480	schwarz	73500	"\"Ab MFK\""	4	Automat	weiss	White	Occasion	Porsche	13.6	l/100km
Occasion	blau mét.	112.0	FORD (USA)	EXPLORER	Explorer 4.0 Ltd. Edition	Explorer 4.0 Ltd. Edition	FORD (USA) Explorer 4.0 Ltd. Edition	SUV / Geländewagen	4011	Zuzwil	350 g/km	null	13.7 l/100km	5	Allrad	9	1999	Benzin	197	beige	50100	"\"Ab MFK\""	5	Automat	blau	Blue	Occasion	Ford (usa)	13.7	l/100km
Occasion	weiss	1120.0	RENAULT	Alpine A110	Alpine A110 1300 VC Gordini	1300 VC Gordini	RENAULT Alpine A110 1300 VC Gordini	Coupé	1255	Zuzwil	null	null	null	2	Hinterradantrieb	3	1971	Benzin	0	schwarz	31800	"\"Ab MFK\""	2	Schaltgetriebe	weiss	White	Occasion	Renault	null	""
Occasion	weiss	1121.0	PORSCHE	911	911 Turbo	911 Turbo	PORSCHE 911 Turbo	Coupé	3600	Zuzwil	309 g/km	null	12.9 l/100km	2	Allrad	10	2001	Benzin	420	beige	30100	"\"Ab MFK\""	4	Automatik-Getriebe	weiss	White	Occasion	Porsche	12.9	l/100km
Occasion	weiss	1122.0	AUDI	RS6	RS6 Avant 5.0 V10 quattro	RS6 Avant 5.0 V10 quattro	AUDI RS6 Avant 5.0 V10 quattro	Kombi	4991	Zuzwil	333 g/km	G	14.0 l/100km	5	Allrad	1	2010	Benzin	700	schwarz	15000	"\"Ab MFK\""	5	Automat sequentiell	weiss	White	Occasion	Audi	14.0	l/100km
Occasion	weiss	1123.0	BENTLEY	CONTINENTAL	Continental GT 6.0	Continental GT 6.0	BENTLEY Continental GT 6.0	Coupé	5998	Zuzwil	410 g/km	G	17.1 l/100km	2	Allrad	7	2004	Benzin	560	mehrfarbig	79700	"\"Ab MFK\""	4	Automat	weiss	White	Occasion	Bentley	17.1	l/100km
Occasion	weiss	1124.0	FERRARI	575M	575M	575M	FERRARI 575M	Coupé	5748	Zuzwil	499 g/km	G	21.8 l/100km	2	Hinterradantrieb	4	2003	Benzin	517	schwarz	39000	"\"Ab MFK\""	2	Automatik-Getriebe	weiss	White	Occasion	Ferrari	21.8	l/100km
Occasion	weiss	1125.0	MERCEDES-BENZ	SL 500	SL 500	SL 500	MERCEDES-BENZ SL 500	Cabriolet	4971	Zuzwil	null	null	null	2	Hinterradantrieb	1	1991	Benzin	320	grau	197800	"\"Ab MFK\""	2	Automat	weiss	White	Occasion	Mercedes-benz	null	""
Occasion	weiss	1126.0	MAZDA	MX-5	MX-5 1.8i 16V Confort	MX-5 1.8i 16V Confort	MAZDA MX-5 1.8i 16V Confort	Cabriolet	1798	Zuzwil	174 g/km	G	7.3 l/100km	2	Hinterradantrieb	3	2007	Benzin	126	schwarz	6900	"\"Ab MFK\""	2	Schaltgetriebe manuell	weiss	White	Occasion	Mazda	7.3	l/100km
Occasion	weiss	1127.0	AUDI	RS6	RS6 Avant 5.0 V10 quattro	RS6 Avant 5.0 V10 quattro	AUDI RS6 Avant 5.0 V10 quattro	Kombi	4991	Zuzwil	333 g/km	G	14.0 l/100km	5	Allrad	1	2009	Benzin	580	null	31500	"\"Ab MFK\""	5	Automat sequentiell	weiss	White	Occasion	Audi	14.0	l/100km
Occasion	weiss	1128.0	PEUGEOT	205	205 Turbo 16V	Turbo 16V	PEUGEOT 205 Turbo 16V	Coupé	1775	Zuzwil	null	null	null	3	Allrad	11	1984	Benzin	200	schwarz	58950	"\"Ab MFK\""	2	Schaltgetriebe	weiss	White	Occasion	Peugeot	null	""
Occasion	weiss	1129.0	AUDI	A8	A8 4.2 quattro	A8 4.2 quattro	AUDI A8 4.2 quattro	Limousine	4170	Zuzwil	322 g/km	null	13.4 l/100km	4	Allrad	3	1996	Benzin	300	blau	143700	"\"Ab MFK\""	5	Automat sequentiell	weiss	White	Occasion	Audi	13.4	l/100km
Occasion	blau mét.	113.0	MERCEDES-BENZ	500	500 SE	500 SE	MERCEDES-BENZ 500 SE	Limousine	4971	Zuzwil	null	null	null	4	Hinterradantrieb	8	1991	Benzin	320	null	91600	"\"Ab MFK\""	5	Automat	blau	Blue	Occasion	Mercedes-benz	null	""
